abstract,title
"  The rare Bc->Ds l^+ l^- decay is investigated by using the most general model
independent effective Hamiltonian. The general expressions of longitudinal,
normal and transversal polarization asymmetries for l^- and l^+ and the
combined asymmetries of them are found. The dependencies of the branching
ratios and polarizations on the new Wilson coefficients are presented. The
analysis shows that the branching ratios and the lepton polarization
asymmetries are very sensitive to the scalar and tensor type interactions.
These results will be very useful in searching new physics beyond the standard
model.
",Rare Bc->Ds l^+ l^- decay beyond the standard model
"  An experimental demonstration of a novel all-optical technique for loading
ion traps, that has particular application to microtrap architectures, is
presented. The technique is based on photo-ionisation of an atomic beam created
by pulsed laser ablation of a calcium target, and provides improved temporal
control compared to traditional trap loading methods. Ion loading rates as high
as 125 ions per second have so far been observed. Also described are
observations of trap loading where Rydberg state atoms are photo-ionised by the
ion Doppler cooling laser.
","An all-optical ion-loading technique for scalable microtrap
  architectures"
"  An essential requirement for the representation of functional patterns in
complex neural networks, such as the mammalian cerebral cortex, is the
existence of stable network activations within a limited critical range. In
this range, the activity of neural populations in the network persists between
the extremes of quickly dying out, or activating the whole network. The nerve
fiber network of the mammalian cerebral cortex possesses a modular organization
extending across several levels of organization. Using a basic spreading model
without inhibition, we investigated how functional activations of nodes
propagate through such a hierarchically clustered network. The simulations
demonstrated that persistent and scalable activation could be produced in
clustered networks, but not in random networks of the same size. Moreover, the
parameter range yielding critical activations was substantially larger in
hierarchical cluster networks than in small-world networks of the same size.
These findings indicate that a hierarchical cluster architecture may provide
the structural basis for the stable and diverse functional patterns observed in
cortical networks.
","Criticality of spreading dynamics in hierarchical cluster networks
  without inhibition"
"  The pattern-avoiding fillings of Young diagrams we study arose from
Postnikov's work on positive Grassman cells. They are called Le-diagrams, and
are in bijection with decorated permutations. Other closely-related diagrams
are interpreted as acyclic orientations of some bipartite graphs. The
definition of the diagrams is the same but the avoided patterns are different.
We give here bijections proving that the number of pattern-avoiding filling of
a Young diagram is the same, for these two different sets of patterns. The
result was obtained by Postnikov via a reccurence relation. This relation was
extended by Spiridonov to obtain more general results about other patterns and
other polyominoes than Young diagrams, and we show that our bijections also
extend to more general polyominoes.
",Bijections between pattern-avoiding fillings of Young diagrams
"  Recently a three-dimensional field theory was derived that is consistent with
all the symmetries expected of the worldvolume action for multiple M2-branes.
In this note we examine several physical predictions of this model and show
that they are in agreement with expected M2-brane dynamics. In particular, we
discuss the quantization of the Chern-Simons coefficient, the vacuum moduli
space, a massive deformation leading to fuzzy three-sphere vacua, and a
possible large n limit. In this large n limit, the fuzzy funnel solution
correctly reproduces the mass of an M5-brane.
",Comments on Multiple M2-branes
"  Myosin V is a two-headed processive motor protein that walks in a
hand-over-hand fashion along actin filaments. When it encounters a filament
branch, formed by the Arp2/3 complex, it can either stay on the straight mother
filament, or switch to the daughter filament. We study both probabilities using
the elastic lever arm model for myosin V. We calculate the shapes and bending
energies of all relevant configurations in which the trail head is bound to the
actin filament before Arp2/3 and the lead head is bound either to the mother or
to the daughter filament. Based on the assumption that the probability for a
head to bind to a certain actin subunit is proportional to the Boltzmann factor
obtained from the elastic energy, we calculate the mother/daughter filament
branching ratio. Our model predicts a value of 27% for the daughter and 73% for
the mother filament. This result is in good agreement with recent experimental
data.
","Myosin V passing over Arp2/3 junctions: branching ratio calculated from
  the elastic lever arm model"
"  We consider deformations of N=1 superconformal field theories that are
AdS/CFT dual to Type IIB string theory on Sasaki-Einstein manifolds,
characterised by non-zero vacuum expectation values for certain baryonic
operators. Such baryonic branches are constructed from (partially) resolved,
asymptotically conical Ricci-flat Kahler manifolds, together with a choice of
point where the stack of D3-branes is placed. The complete solution then
describes a renormalisation group flow between two AdS fixed points. We discuss
the use of probe Euclidean D3-branes in these backgrounds as a means to compute
expectation values of baryonic operators. The Y^{p,q} theories are used as
illustrative examples throughout the paper. In particular, we present
supergravity solutions describing flows from the Y^{p,q} theories to various
different orbifold field theories in the infra-red, and successfully match this
to an explicit field theory analysis.
",Baryonic branches and resolutions of Ricci-flat Kahler cones
"  We give a criterion for the section ring of an ample line bundle to be Koszul
in terms of multigraded regularity. We discuss an application to polytopal
semigroup rings.
",Multigraded regularity and the Koszul property
"  We present a theory describing trapping of the normally dispersive radiation
by the Raman solitons in optical fibers. Frequency of the radiation component
is continuously blue shifting, while the soliton is red shifting. Underlying
physics of the trapping effect is in the existence of the inertial gravity-like
force acting on light in the accelerating frame of reference. We present
analytical calculations of the rate of the opposing frequency shifts of the
soliton and trapped radiation and find it to be greater than the rate of the
red shift of the bare Raman soliton. Our findings are essential for
understanding of the continuous shift of the high frequency edge of the
supercontinuum spectra generated in photonic crystal fibers towards higher
frequencies.
","Theory of radiation trapping by the accelerating solitons in optical
  fibers"
"  Several theories have been proposed to explain the development of harmful
algal blooms (HABs) produced by the toxic dinoflagellate \emph{Karenia brevis}
on the West Florida Shelf. However, because the early stages of HAB development
are usually not detected, these theories have been so far very difficult to
verify. In this paper we employ simulated \emph{Lagrangian coherent structures}
(LCSs) to trace the early location of a HAB in late 2004 before it was
transported to an area where it could be detected by satellite imagery, and
then we make use of a population dynamics model to infer the factors that may
have led to its development. The LCSs, which are computed based on a surface
flow description provided by an ocean circulation model, delineate past and
future histories of boundaries of passively advected fluid domains. The
population dynamics model determines nitrogen in two components, nutrients and
phytoplankton, which are assumed to be passively advected by the simulated
surface currents. Two nearshore nutrient sources are identified for the HAB
whose evolution is found to be strongly tied to the simulated LCSs. While one
nutrient source can be associated with a coastal upwelling event, the other is
seen to be produced by river runoff, which provides support to a theory of HAB
development that considers nutrient loading into coastal waters produced by
human activities as a critical element. Our results show that the use of
simulated LCSs and a population dynamics model can greatly enhance our
understanding of the early stages of the development of HABs.
","Tracing the early development of harmful algal blooms with the aid of
  Lagrangian coherent structures"
"  We consider flux compactifications of type IIB string theory on the mirror of
a rigid Calabi-Yau. In special cases, these models are dual to the type IIA
flux vacua with runaway direction in flux space. We show that new weak coupling
AdS solutions can be found for large complex structure, while Minkowski
solutions with all moduli stabilized are confined to be at strong coupling. The
existence of these solutions, as found in a previous work, is nevertheless
guaranteed by a non-renormalization theorem of the type IIB flux
superpotential. Based on our results, we are led to the conjecture that
supersymmetric runaway directions in flux space are always accompanied by a
spectrum of moduli masses reaching down to the AdS scale. This could be
violated in a non-supersymmetric situation.
",Runaway in the Landscape
"  This paper presents a method to register a pre-operative Computed-Tomography
(CT) volume to a sparse set of intra-operative Ultra-Sound (US) slices. In the
context of percutaneous renal puncture, the aim is to transfer planning
information to an intra-operative coordinate system. The spatial position of
the US slices is measured by optically localizing a calibrated probe. Assuming
the reproducibility of kidney motion during breathing, and no deformation of
the organ, the method consists in optimizing a rigid 6 Degree Of Freedom (DOF)
transform by evaluating at each step the similarity between the set of US
images and the CT volume. The correlation between CT and US images being
naturally rather poor, the images have been preprocessed in order to increase
their similarity. Among the similarity measures formerly studied in the context
of medical image registration, Correlation Ratio (CR) turned out to be one of
the most accurate and appropriate, particularly with the chosen non-derivative
minimization scheme, namely Powell-Brent's. The resulting matching transforms
are compared to a standard rigid surface registration involving segmentation,
regarding both accuracy and repeatability. The obtained results are presented
and discussed.
","Intensity-Based Registration of Freehand 3D Ultrasound and CT-scan
  Images of the Kidney"
"  We consider a relativistic effective field theory of vector boson whose
vacuum exhibits spontaneous breaking of Lorentz invariance. We argue that a
simple model of this type, considered recently by Kraus and Tomboulis, is
obstructed from having a consistent ultraviolet completion according to the
diagnostic recently suggested by Adams, Arkani-Hamed, Dubovsky, Nicolis, and
Rattazzi.
",A Note on Spontaneously Broken Lorentz Invariance
"  The analysis of images (of obtained in various ranges of the lengths of
waves) of luminous objects in the Universe by means of a method of multilevel
dynamic contrasting led author to the conclusions: a) the structures of all
observable galaxies represents a complicated constructions which have the
tendency to self-similarity and made of separate (basic) blocks, which are a
coaxially tubular structures and a cartwheel-like structures; b) the majority
of observable objects in the Universe are luminous butt-ends of almost
invisible (of almost completely transparent) of filamentary formations which
structures are seen only near to their luminous butt-ends; c) the result of
analysis of images of cosmic objects show the structure of many pairs of
cooperating galaxies point to opportunity of their formation at butt-ends
generated in a place of break of the similar filament; d) the interacting
galaxies (M 81 and M 82) show they are butt-ends of sawed off of two branches
of a treelike filament and their interaction is coming out through this
filament; e) as our Universe is in dynamics the processes of formation of
stars, galaxies and their congestions can go presently by means of a fracturing
of filaments with a corresponding diameters and of the time for their such
formation is necessary much less, than along existing standard model.
",Structures in the Universe and Origin of Galaxies
"  We study the structure of the spectrum of a two-level quantum system weakly
coupled to a boson field (spin-boson model). Our analysis allows to avoid the
cutoff in the number of bosons, if their spectrum is bounded below by a
positive constant. We show that, for small coupling constant, the lower part of
the spectrum of the spin-boson Hamiltonian contains (one or two) isolated
eigenvalues and (respectively, one or two) manifolds of atom $+ 1$-boson states
indexed by the boson momentum $q$. The dispersion laws and generalized
eigenfunctions of the latter are calculated.
",Lower Spectral Branches of a Spin-Boson Model
"  Because of their deep gravitational potential wells, clusters of galaxies
retain all the metals produced by the stellar populations of the member
galaxies. Most of these metals reside in the hot plasma which dominates the
baryon content of clusters. This makes them excellent laboratories for the
study of the nucleosynthesis and chemical enrichment history of the Universe.
Here we review the history, current possibilities and limitations of the
abundance studies, and the present observational status of X-ray measurements
of the chemical composition of the intra-cluster medium. We summarise the
latest progress in using the abundance patterns in clusters to put constraints
on theoretical models of supernovae and we show how cluster abundances provide
new insights into the star-formation history of the Universe.
",Observations of metals in the intra-cluster medium
"  We propose a general method to study dependent data in a binary tree, where
an individual in one generation gives rise to two different offspring, one of
type 0 and one of type 1, in the next generation. For any specific
characteristic of these individuals, we assume that the characteristic is
stochastic and depends on its ancestors' only through the mother's
characteristic. The dependency structure may be described by a transition
probability $P(x,dy dz)$ which gives the probability that the pair of
daughters' characteristics is around $(y,z)$, given that the mother's
characteristic is $x$. Note that $y$, the characteristic of the daughter of
type 0, and $z$, that of the daughter of type 1, may be conditionally dependent
given $x$, and their respective conditional distributions may differ. We then
speak of bifurcating Markov chains. We derive laws of large numbers and central
limit theorems for such stochastic processes. We then apply these results to
detect cellular aging in Escherichia Coli, using the data of Stewart et al. and
a bifurcating autoregressive model.
","Limit theorems for bifurcating Markov chains. Application to the
  detection of cellular aging"
"  We present a new calculation, in the nonrelativistic QCD (NRQCD)
factorization formalism, of the relativistic corrections to the
double-charmonium cross section sigma[e+ e- -> J/psi+eta_c] at the energy of
the Belle and BABAR experiments. In comparison with previous work, our
calculation contains several refinements. These include the use of the improved
results for the nonperturbative NRQCD matrix elements, the resummation of a
class of relativistic corrections, the use of the vector-meson-dominance method
to calculate the fragmentation contribution to the pure QED amplitude, the
inclusion of the effects of the running of alpha, and the inclusion of the
contribution that arises from the interference between the relativistic
corrections and the corrections of next-to-leading order in alpha_s. We also
present a detailed estimate of the theoretical uncertainty. We conclude that
the discrepancy between the theoretical prediction for sigma[e+e- ->
J/psi+eta_c] and the experimental measurements has been resolved.
",Resummation of Relativistic Corrections to e+ e- -> J/psi+eta_c
"  We present Fe Kalpha line profiles from and images of relativistic discs with
finite thickness around a rotating black hole using a novel code. The line is
thought to be produced by iron fluorescence of a relatively cold X-ray
illuminated material in the innermost parts of the accretion disc and provides
an excellent diagnostic of accretion flows in the vicinity of black holes.
Previous studies have concentrated on the case of a thin, Keplerian accretion
disc. This disc must become thicker and sub-Keplerian with increasing accretion
rates. These can affect the line profiles and in turn can influence the
estimation of the accretion disc and black hole parameters from the observed
line profiles. We here embark on, for the first time, a fully relativistic
computation which offers key insights into the effects of geometrical thickness
and the sub-Keplerian orbital velocity on the line profiles. We include all
relativistic effects such as frame-dragging, Doppler boost, time dilation,
gravitational redshift and light bending. We find that the separation and the
relative height between the blue and red peaks of the line profile diminish as
the thickness of the disc increases. This code is also well-suited to produce
accretion disc images. We calculate the redshift and flux images of the
accretion disc and find that the observed image of the disc strongly depends on
the inclination angle. The self-shadowing effect appears remarkable for a high
inclination angle, and leads to the black hole shadow being completely hidden
by the disc itself.
","Iron line profiles and self-shadowing from relativistic thick accretion
  discs"
"  We find that a liquid jet can bounce off a bath of the same liquid if the
bath is moving horizontally with respect to the jet. Previous observations of
jets rebounding off a bath (e.g. Kaye effect) have been reported only for
non-Newtonian fluids, while we observe bouncing jets in a variety of Newtonian
fluids, including mineral oil poured by hand. A thin layer of air separates the
bouncing jet from the bath, and the relative motion replenishes the film of
air. Jets with one or two bounces are stable for a range of viscosity, jet flow
rate and velocity, and bath velocity. The bouncing phenomenon exhibits
hysteresis and multiple steady states.
",The Bouncing Jet: A Newtonian Liquid Rebounding off a Free Surface
"  This article is withdrawn because of a mistake in the main result of the
paper.
",Invariance of Gamma-dimension for projective families
"  The forecasting problem for a stationary and ergodic binary time series
$\{X_n\}_{n=0}^{\infty}$ is to estimate the probability that $X_{n+1}=1$ based
on the observations $X_i$, $0\le i\le n$ without prior knowledge of the
distribution of the process $\{X_n\}$. It is known that this is not possible if
one estimates at all values of $n$. We present a simple procedure which will
attempt to make such a prediction infinitely often at carefully selected
stopping times chosen by the algorithm. We show that the proposed procedure is
consistent under certain conditions, and we estimate the growth rate of the
stopping times.
",Forecasting for stationary binary time series
"  We present new observations made with the IRAM 30m telescope of the J=1-0 and
3-2 lines of HCN and HCO^+ used to probe the dense molecular gas content in a
sample of 17 local luminous and ultraluminous infrared galaxies (LIRGs and
ULIRGs). These observations have allowed us to derive an updated version of the
power law describing the correlation between the FIR luminosity (L_FIR) and the
HCN(1-0) luminosity (L'_HCN(1-0)) of local and high-redshift galaxies. We
present the first clear observational evidence that the star formation
efficiency of the dense gas (SFE_dense), measured as the L_FIR/L'_HCN(1-0)
ratio, is significantly higher in LIRGs and ULIRGs than in normal galaxies, a
result that has also been found recently in high-redshift galaxies. This may
imply a statistically significant turn upward in the Kennicutt-Schmidt law
derived for the dense gas at L_FIR >= 10^11 L_sun. We have used a one-phase
Large Velocity Gradient (LVG) radiative transfer code to fit the three
independent line ratios derived from our observations. The results of this
analysis indicate that the [HCN]/[HCO^+] abundance ratios could be up to one
order of magnitude higher than normal in a significant number of LIRGs and
ULIRGs of our sample. An overabundance of HCN at high L_FIR implies that the
reported trend in the L_FIR/L'_HCN ratio as a function of L_FIR would be
underestimating a potentially more dramatic change of the SFE_dense. Results
obtained with two-phase LVG models corroborate that the L'_HCN(1-0)-to-M_dense
conversion factor must be lowered at high L_FIR. We discuss the implications of
these findings for the use of HCN as a tracer of the dense molecular gas in
local and high-redshift luminous infrared galaxies.
","Evidence of enhanced star formation efficiency in luminous and
  ultraluminous infrared galaxies"
"  We measure current by counting single electrons tunneling through an InAs
nanowire quantum dot. The charge detector is realized by fabricating a quantum
point contact in close vicinity to the nanowire. The results based on electron
counting compare well to a direct measurements of the quantum dot current, when
taking the finite bandwidth of the detector into account. The ability to detect
single electrons also opens up possibilities for manipulating and detecting
individual spins in nanowire quantum dots.
",Measuring current by counting electrons in a nanowire quantum dot
"  We have studied the coherent spin dynamics in an oblique magnetic field of
electrons localized on donors and placed in the middle of a single CdTe quantum
well, by using a time-resolved optical technique: the photo-induced Faraday
rotation. We showed that this dynamics is affected by a weak Overhauser field
created via the hyperfine interaction of optically spin-polarized donor-bound
electrons with the surrounding nuclear isotopes carrying non-zero spins. We
have measured this nuclear field, which is on the order of a few mT and can
reach a maximum experimental value of 9.4 mT. This value represents 13 % of the
maximal nuclear polarization, and corresponds also to 13 % of maximal
electronic polarization.
","Signature of the Overhauser field on the coherent spin dynamics of
  donor-bound electron in a single CdTe quantum well"
"  We study the effect of anomalous optical transmission through an array of
vortices in a type-II superconducting film subjected to a strong magnetic
field. The mechanism responsible for this effect is resonance transmission
between two surface plasmon polaritons (SPP) in the system. The SPP band gap in
the system is studied as a function of magnetic field and temperature. Control
of transmission by varying magnetic field and/or temperature is analyzed.
","Anomalous optical transmission through a vortex lattice in a film of
  type-II superconductor"
"  In this article we give an overview on some recent development of
Littlewood-Paley theory for Schr\""odinger operators. We extend the
Littlewood-Paley theory for special potentials considered in the authors'
previous work. We elaborate our approach by considering potential in
$C^\infty_0$ or Schwartz class in one dimension. In particular the low energy
estimates are treated by establishing some new and refined asymptotics for the
eigenfunctions and their Fourier transforms. We give maximal function
characterization of the Besov spaces and Triebel-Lizorkin spaces associated
with $H$. Then we prove a spectral multiplier theorem on these spaces and
derive Strichartz estimates for the wave equation with a potential. We also
consider similar problem for the unbounded potentials in the Hermite and
Laguerre cases, whose potentials $V=a|x|^2+b|x|^{-2}$ are known to be critical
in the study of perturbation of nonlinear dispersive equations. This improves
upon the previous results when we apply the upper Gaussian bound for the heat
kernel and its gradient.
",Harmonic analysis related to Schroedinger operators
"  Classical problems of sorting and searching assume an underlying linear
ordering of the objects being compared. In this paper, we study a more general
setting, in which some pairs of objects are incomparable. This generalization
is relevant in applications related to rankings in sports, college admissions,
or conference submissions. It also has potential applications in biology, such
as comparing the evolutionary fitness of different strains of bacteria, or
understanding input-output relations among a set of metabolic reactions or the
causal influences among a set of interacting genes or proteins. Our results
improve and extend results from two decades ago of Faigle and Tur\'{a}n.
  A measure of complexity of a partially ordered set (poset) is its width. Our
algorithms obtain information about a poset by queries that compare two
elements. We present an algorithm that sorts, i.e. completely identifies, a
width w poset of size n and has query complexity O(wn + nlog(n)), which is
within a constant factor of the information-theoretic lower bound. We also show
that a variant of Mergesort has query complexity O(wn(log(n/w))) and total
complexity O((w^2)nlog(n/w)). Faigle and Tur\'{a}n have shown that the sorting
problem has query complexity O(wn(log(n/w))) but did not address its total
complexity.
  For the related problem of determining the minimal elements of a poset, we
give efficient deterministic and randomized algorithms with O(wn) query and
total complexity, along with matching lower bounds for the query complexity up
to a factor of 2. We generalize these results to the k-selection problem of
determining the elements of height at most k. We also derive upper bounds on
the total complexity of some other problems of a similar flavor.
",Sorting and Selection in Posets
"  In Randall-Sundrum models, the Kaluza-Klein (KK) excitations of the gluon,
g_{KK} have enhanced couplings to the right-handed quarks. In the absence of a
gg g_{KK} coupling in these models, the single production of a g_{KK} from an
initial gg state is not possible. The search for other production mechanisms at
the LHC, therefore, becomes important. We suggest that the associated
production of a g_{KK} with a t t(bar) pair is such a mechanism. Our study
shows that through this process the LHC can probe KK gluon masses in the range
of 2.8 -- 2.9 TeV.
","Associated production of a Kaluza-Klein excitation of a gluon with a t
  t(bar) pair at the LHC"
"  A game-theoretic framework is used to study the effect of constellation size
on the energy efficiency of wireless networks for M-QAM modulation. A
non-cooperative game is proposed in which each user seeks to choose its
transmit power (and possibly transmit symbol rate) as well as the constellation
size in order to maximize its own utility while satisfying its delay
quality-of-service (QoS) constraint. The utility function used here measures
the number of reliable bits transmitted per joule of energy consumed, and is
particularly suitable for energy-constrained networks. The best-response
strategies and Nash equilibrium solution for the proposed game are derived. It
is shown that in order to maximize its utility (in bits per joule), a user must
choose the lowest constellation size that can accommodate the user's delay
constraint. Using this framework, the tradeoffs among energy efficiency, delay,
throughput and constellation size are also studied and quantified. The effect
of trellis-coded modulation on energy efficiency is also discussed.
","A Game-Theoretic Approach to Energy-Efficient Modulation in CDMA
  Networks with Delay Constraints"
"  Yehuda Vardi introduced the term network tomography and was the first to
propose and study how statistical inverse methods could be adapted to attack
important network problems (Vardi, 1996). More recently, in one of his final
papers, Vardi proposed notions of metrics on networks to define and measure
distances between a network's links, its paths, and also between different
networks (Vardi, 2004). In this paper, we apply Vardi's general approach for
network metrics to a real data network by using data obtained from special data
network tools and testing procedures presented here. We illustrate how the
metrics help explicate interesting features of the traffic characteristics on
the network. We also adapt the metrics in order to condition on traffic passing
through a portion of the network, such as a router or pair of routers, and show
further how this approach helps to discover and explain interesting network
characteristics.
","Using data network metrics, graphics, and topology to explore network
  characteristics"
"  Based on the d'Alembert-Lagrange-Poincar\'{e} variational principle, we
formulate general equations of motion for mechanical systems subject to
nonlinear nonholonomic constraints, that do not involve Lagrangian undetermined
multipliers. We write these equations in a canonical form called the
Poincar\'{e}-Hamilton equations, and study a version of corresponding
Poincar\'{e}-Cartan integral invariant which are derived by means of a type of
asynchronous variation of the Poincar\'{e} variables of the problem that
involve the variation of the time. As a consequence, it is shown that the
invariance of a certain line integral under the motion of a mechanical system
of the type considered characterizes the Poincar\'{e}-Hamilton equations as
underlying equations of the motion. As a special case, an invariant analogous
to Poincar\'{e} linear integral invariant is obtained.
","A Generalization of the Poincar\'e-Cartan Integral Invariant for a
  Nonlinear Nonholonomic Dynamical System"
"  Electronic properties of heterostructures in which a finite number of
Mott-insulator layers are sandwiched by semi-infinite metallic leads are
investigated by using the dynamical-mean-field method combined with the Keldysh
Green's function technique to account for the finite bias voltage between the
leads. Current across the junction is computed as a function of bias voltage.
Electron spectral functions in the interacting region are shown to evolve by an
applied bias voltage. This effect is measurable by photoemission spectroscopy
and scanning tunneling microscopy. Further predictions are made for the optical
conductivity under a bias voltage as a possible tool to detect a deformed
density of states. A general discussion of correlated-electron based
heterostructures and future prospect is given.
","Nonequilibrium transport and optical properties of model
  metal--Mott-insulator--metal heterostructures"
"  The existence of complex stellar populations in some star clusters challenges
the understanding of star formation. E.g. the ONC or the sigma Orionis cluster
host much older stars than the main bulk of the young stars. Massive star
clusters (omega Cen, G1, M54) show metallicity spreads corresponding to
different stellar populations with large age gaps. We show that (i) during star
cluster formation field stars can be captured and (ii) very massive globular
clusters can accrete gas from a long-term embedding inter stellar medium and
restart star formation.
",On the origin of complex stellar populations in star clusters
"  In this paper, we discuss the basic properties of Alexandroff spaces. Several
examples of Alexandroff spaces are given. We show how to construct new
Alexandroff spaces from given ones. Finally, two invariants for compact
Alexandroff spaces are defined and calculated for the given examples.
",A Short Study of Alexandroff Spaces
"  We present a general all-order formulation of Sudakov resummation in QCD in
terms of dispersion integrals. We show that the Sudakov exponent can be written
as a dispersion integral over spectral density functions, weighted by
characteristic functions that encode information on power corrections. The
characteristic functions are defined and computed analytically in the
large-beta_0 limit. The spectral density functions encapsulate the non-Abelian
nature of the interaction. They are defined by the time-like discontinuity of
specific effective charges (couplings) that are directly related to the
familiar Sudakov anomalous dimensions and can be computed order-by-order in
perturbation theory. The dispersive approach provides a realization of Dressed
Gluon Exponentiation, where Sudakov resummation is enhanced by an internal
resummation of running-coupling corrections. We establish all-order relations
between the scheme-invariant Borel formulation and the dispersive one, and
address the difference in the treatment of power corrections. We find that in
the context of Sudakov resummation the infrared-finite-coupling hypothesis is
of special interest because the relevant coupling can be uniquely identified to
any order, and may have an infrared fixed point already at the perturbative
level. We prove that this infrared limit is universal: it is determined by the
cusp anomalous dimension. To illustrate the formalism we discuss a few examples
including B-meson decay spectra, deep inelastic structure functions and
Drell-Yan or Higgs production.
",A dispersive approach to Sudakov resummation
"  In the presence of Joule heating, the electronic temperature in a metallic
resistor placed at sub-Kelvin temperatures can significantly exceed the phonon
temperature. Electron cooling proceeds mainly through two processes: electronic
diffusion to and from the connecting wires and electron-phonon coupling. The
goal of this paper is to present a general solution of the problem, in a form
that can easily be used in practical situations. As an application, we compute
two quantities that depend on the electronic temperature profile: the second
and the third cumulant of the current noise at zero frequency, as a function of
the voltage across the resistor. We also consider time dependent heating, an
issue relevant for experiments in which current pulses are used, for instance
in time-resolved calorimetry experiments.
",Electron heating in metallic resistors at sub-Kelvin temperature
"  We present an improvement to the Classical Effective Theory approach to the
non-relativistic or Post-Newtonian approximation of General Relativity. The
""potential metric field"" is decomposed through a temporal Kaluza-Klein ansatz
into three NRG-fields: a scalar identified with the Newtonian potential, a
3-vector corresponding to the gravito-magnetic vector potential and a 3-tensor.
The derivation of the Einstein-Infeld-Hoffmann Lagrangian simplifies such that
each term corresponds to a single Feynman diagram providing a clear physical
interpretation. Spin interactions are dominated by the exchange of the
gravito-magnetic field. Leading correction diagrams corresponding to the 3PN
correction to the spin-spin interaction and the 2.5PN correction to the
spin-orbit interaction are presented.
",Non-Relativistic Gravitation: From Newton to Einstein and Back
"  The electrostatic charging of the test mass in ASTROD I (Astrodynamical Space
Test of Relativity using Optical Devices I) mission can affect the quality of
the science data as a result of spurious Coulomb and Lorentz forces. To
estimate the size of the resultant disturbances, credible predictions of
charging rates and the charging noise are required. Using the GEANT4 software
toolkit, we present a detailed Monte Carlo simulation of the ASTROD I test mass
charging due to exposure of the spacecraft to galactic cosmic-ray (GCR) protons
and alpha particles (3He, 4He) in the space environment. A positive charging
rate of 33.3 e+/s at solar minimum is obtained. This figure reduces by 50% at
solar maximum. Based on this charging rate and factoring in the contribution of
minor cosmic-ray components, we calculate the acceleration noise and stiffness
associated with charging. We conclude that the acceleration noise arising from
Coulomb and Lorentz effects are well below the ASTROD I acceleration noise
limit at 0.1 mHz both at solar minimum and maximum. The coherent Fourier
components due to charging are investigated, it needs to be studied carefully
in order to ensure that these do not compromise the quality of science data in
the ASTROD I mission.
",Improved Simulation of the Mass Charging for ASTROD I
"  In this article, we have found a series solution of 3D Einstein equations
describing a wormhole for an inhomogeneous distribution of phantom energy.
Here, we assume equation of state is linear but highly anistropic.
",Construction of 3D wormhole supported by phantom energy
"  We study sums with multiplicative functions that take values over a
non-homogenous Beatty sequence. We then apply our result in a few special cases
to obtain asymptotic formulas such as the number of integers in a Beatty
sequence representable as a sum of two squares up to a given magnitude.
",Sums with multiplicative functions over a Beatty sequence
"  In 1954 it was proved if f is infinitely differentiable in the interval I and
some derivative (of order depending on x) vanishes at each x, then f is a
polynomial. Later it was generalized for multi-variable case. In this paper we
give an extension for distributions.
",Characterization of polynomials
"  Through the modelling of the Spectral Energy Distribution of blazars we can
infer the physical parameters required to originate the flux we see. Then we
can estimate the power of blazar jets in the form of matter and fields. These
estimates are rather robust for all classes of blazars, although they are in
part dependent of the chosen model (i.e. leptonic rather than adronic). The
indication is that, in almost all cases, the carried Poynting flux is not
dominant, while protons should carry most of the power. In emission line
blazars the jet has a comparable, and often larger, power than the luminosity
of the accretion disk. This is even more true for line-less BL Lacs. If the jet
is structured at the sub-pc scale, with a fast spine surrounded by a slower
layer, then one component sees the radiation of the other boosted, and this
interplay enhances the Inverse Compton flux of both. Since the layer emission
is less beamed, it can be seen also at large viewing angles, making
radio-galaxies very interesting GLAST candidates. Such structures need not be
stable components, and can form and disappear rapidly. Ultrafast TeV
variability is challenging all existing models, suggesting that at least parts
of the jets are moving with large bulk Lorentz factors and at extremely small
viewing angles. However, these fast ""bullets"" are not necessarily challenging
our main ideas about the energetics and the composition of the bulk of the jet.
",Emission and power of blazar jets
"  A long duration photon beam can induce macroscopic coherent effects on a
plasma by single photon electron scattering if the probability of the
interaction approaches 1 in a volume of unit surface and length equal to the
plasma typical wavelength, and the induced electron oscillations become
relativistic in few plasma cycles. A fraction of the plasma electrons is
accelerated through the Wakefield mechanism by the cavities created by the
photon-electron interactions and radiates through boosted betraton emission in
the same cavities. The resulting emission in this framework is very similar to
the typical GRB radiation. Several comparisons with GRB light curves and
spectral-energy correlations will be presented.
","Relativistic interaction of a high intensity photon beam with a plasma:
  a possible GRB emission mechanism"
"  We report CCD photometry of the dwarf nova BF Ara throughout fifteen
consecutive nights in quiescence. Light curve in this interval is dominated by
a large amplitude around 0.8 mag modulation consisting two periods. Higher
amplitude signal is characterized by period of 0.082159(4) days, which was
increasing at the rate of dotP/Psh = 3.8(3)* 10^{-5}. Weaker and stable signal
has period of 0.084176(21) days. Knowing the superhump period of BF Ara
determined by Kato et al. (2003) and equal to 0.08797(1) days, the first
modulation is interpreted as quiescent negative superhump arising from
retrograde precesion of titled accretion disk and the latter one as an orbital
period of the binary. The respective period excess and defect are epsilon_+ =
4.51% +/- 0.03% and epsilon_- = -2.44% +/- 0.02%. Thus BF Ara is yet another
in-the-gap nova with mass ratio q of around 0.21.
",Curious Variables Experiment (CURVE). Three Periodicities of BF Ara
